Birch_base,DBSCAN_base,Birch_bayes_best,DBSCAN_bayes_best,Passed
2258,8,1820,4,0
1197,0,630,0,1
2123,1,1801,1,0
166,5,1455,1,0
1948,-1,2026,3,1
1060,6,1831,4,0
1148,14,680,1,1
1198,5,764,1,1
375,6,921,4,1
1989,0,2468,0,0
602,8,446,4,1
1590,3,1973,3,0
1023,7,688,3,1
2169,5,1746,1,1
2650,9,1556,2,1
1529,1,2044,1,0
1731,2,2106,2,1
497,8,1058,4,0
408,-1,1146,4,1
258,3,920,3,1
2636,9,1649,2,0
1064,7,811,3,1
1047,3,826,3,1
1388,6,2357,4,1
1517,3,2063,3,1
1568,0,1999,0,1
2192,1,2144,1,0
2585,5,1553,1,1
1826,4,2371,0,0
2226,2,1768,2,0
2298,6,1859,4,0
1313,3,2223,3,0
2594,6,1663,4,1
752,3,155,3,1
2130,7,1786,3,0
2274,9,2233,2,0
2199,5,1767,1,0
1022,7,454,3,0
2637,2,902,2,1
36,5,469,1,1
1275,8,472,4,0
1120,8,738,4,1
898,8,188,4,1
2082,5,1004,1,0
1316,5,2112,1,0
2507,2,411,2,0
1336,4,2120,0,0
2134,4,386,0,0
2003,0,2351,0,1
2007,11,2509,5,1
345,4,1053,0,0
2285,0,1755,0,0
85,10,1675,5,1
1396,6,2109,4,0
1883,8,2485,4,0
776,7,439,3,1
2582,8,1536,4,1
1184,0,621,0,0
791,7,336,3,1
1356,2,1837,2,1
260,1,909,1,0
2575,5,1601,1,1
269,7,1140,3,0
947,0,1074,0,1
2434,7,1637,3,0
2257,10,1766,5,1
1834,8,2284,4,0
365,7,32,3,0
930,-1,1080,0,0
1057,8,780,4,0
864,6,201,4,1
2335,2,1625,2,1
1858,8,2486,4,1
1396,6,1948,4,1
2095,6,2442,4,1
55,2,1456,2,0
2356,6,1642,4,0
160,-1,1500,3,0
842,2,281,2,0
2066,7,1015,3,0
1214,2,451,2,0
1238,5,585,1,1
1588,8,2007,4,1
264,2,1001,2,0
1682,5,1924,1,1
1595,7,843,3,0
278,5,1205,1,0
859,6,214,4,1
2375,4,211,0,1
2508,-1,398,5,1
100,10,1398,5,0
1386,4,1949,0,1
592,2,12,2,0
2248,2,1887,2,0
1883,8,2094,4,1
1677,0,1910,0,0
1367,6,2188,4,0
2199,5,1767,1,0
748,3,679,3,1
1047,3,826,3,1
494,6,908,4,1
2241,2,1717,2,0
2063,3,1290,3,1
2165,0,1709,0,0
397,-1,1192,1,1
67,9,1377,2,0
2268,2,1877,2,1
1835,7,2366,3,0
1033,10,888,5,1
1694,11,1969,5,1
2379,1,268,1,1
1318,3,2158,3,0
868,6,206,4,0
1836,11,2303,5,1
1057,8,2204,4,1
2028,4,2519,0,0
1010,10,740,5,1
1989,0,2468,0,1
1981,0,2351,0,0
2637,2,902,2,0
2644,4,1545,0,1
2632,2,1678,2,0
2264,7,1734,3,0
1302,8,529,4,0
1407,6,1595,4,0
607,7,478,3,1
2590,4,1713,0,1
988,7,699,3,1
2336,1,1574,1,1
1027,5,212,1,0
99,1,1918,1,1
907,0,1149,0,0
1205,6,769,4,0
952,3,1068,3,1
106,12,1229,2,0
2096,3,2308,3,0
1385,3,2275,3,0
2282,9,1832,2,1
467,2,1055,2,1
2443,7,244,3,1
848,9,217,2,0
2252,5,1727,1,0
1886,4,2465,0,1
1951,6,1275,4,1
2118,0,2577,0,0
543,0,914,0,0
1476,4,1989,0,0
2263,7,1757,3,0
1046,2,865,2,1
2486,2,1636,2,1
485,9,1133,2,1
513,8,904,4,0
2082,5,1004,1,1
2602,1,1590,1,0
2157,5,1746,1,0
2211,2,1865,2,1
2612,2,2427,2,1
964,2,1115,2,1
2636,9,1649,2,1
2169,5,1746,1,1
120,2,1419,2,0
625,-1,1420,4,1
816,5,291,1,1
2339,4,1681,0,0
1589,1,2241,1,1
1830,10,2408,5,0
2620,0,1537,0,0
2142,10,360,5,0
2610,4,2384,0,0
2595,7,2366,3,0
1754,7,2027,3,0
2637,2,1580,2,0
1602,4,2197,0,0
1895,3,2264,3,1
1232,6,574,4,0
2432,7,285,3,0
1197,0,830,0,0
2566,6,1561,4,1
1672,5,1901,1,1
987,0,714,0,0
31,5,1927,1,1
975,3,1161,3,0
1695,2,1941,2,0
708,-1,73,1,0
1099,8,825,4,0
1867,1,2156,1,0
938,9,1169,2,1
1558,6,2047,4,0
74,9,466,2,1
232,6,1494,4,0
1390,6,770,4,1
833,5,425,1,0
1931,9,2490,2,0
436,10,1103,5,1
90,6,84,4,1
116,6,1374,4,1
1693,3,2122,3,0
517,2,986,2,1
827,8,379,4,0
1444,6,571,4,0
256,2,1580,2,0
171,4,569,0,0
353,6,943,4,0
621,9,1434,2,1
2644,4,1545,0,1
9,0,497,0,0
1844,2,2302,2,0
1798,6,2281,4,1
407,10,1488,5,0
2642,7,1535,3,0
2661,9,1640,2,1
2582,8,1586,4,0
2199,5,1767,1,1
1653,-1,1936,5,1
514,2,956,2,0
2210,8,1763,4,1
423,1,1417,1,0
712,1,106,1,0
497,8,1544,4,1
2486,2,1636,2,1
851,1,182,1,0
2070,3,1003,3,1
864,6,340,4,0
1167,8,825,4,1
811,9,403,2,1
410,3,1475,3,0
1965,2,2270,2,1
400,2,1167,2,0
477,8,936,4,0
1727,4,2316,0,1
1826,4,2312,0,0
2645,9,919,2,0
376,0,1052,0,1
1075,5,614,1,1
589,9,57,2,0
2093,7,1018,3,0
1398,8,2204,4,1
817,3,377,3,1
24,9,2445,2,0
381,4,1430,0,1
2582,8,1586,4,1
2395,0,1666,0,0
2340,0,1537,0,0
2633,0,1660,0,0
1214,2,763,2,0
1720,9,2141,2,1
2602,1,990,1,0
1860,7,2274,3,1
184,-1,586,4,1
2168,9,390,2,1
2193,6,2232,4,1
2601,5,1601,1,0
1518,5,1979,1,0
2194,4,1870,0,0
643,0,488,0,1
1036,2,865,2,0
1360,7,2147,3,0
1414,0,2132,0,1
1210,3,734,3,1
1056,4,790,0,0
875,5,94,1,1
2333,7,1560,3,0
265,4,1053,0,1
1055,5,683,1,1
69,7,2476,3,0
1206,9,717,2,0
2184,9,1822,2,1
8,6,1424,4,0
1657,4,2018,0,0
1174,7,312,3,0
2654,9,955,2,1
179,-1,2048,4,0
319,6,1375,4,1
464,9,1199,2,0
1902,7,1298,3,0
1449,8,1963,4,1
2603,11,1568,5,0
1006,3,735,3,1
312,2,1255,2,0
1968,1,965,1,0
746,3,280,3,1
232,6,1494,4,0
1312,3,2206,3,0
835,11,1700,5,0
73,8,455,4,1
2224,4,1731,0,0
258,3,1037,3,0
127,2,2500,2,1
68,2,562,2,1
2531,6,1642,4,0
2311,10,1876,5,1
2179,3,1803,3,0
1674,9,2104,2,1
2351,4,1557,0,1
253,0,1423,0,0
2196,10,1811,5,0
1373,8,821,4,0
2269,5,1883,1,0
489,5,1012,1,0
1408,1,2102,1,1
1200,6,2050,4,1
264,2,1001,2,1
2413,3,233,3,1
859,6,1642,4,0
2101,5,2508,1,0
858,5,176,1,1
1977,6,2471,4,1
1064,7,2207,3,1
2662,11,1697,5,0
2656,3,2282,3,0
1029,9,753,2,0
2618,5,2405,1,1
294,1,998,1,0
682,7,1405,3,0
1356,2,2244,2,1
1083,4,810,0,1
2197,8,1738,4,0
2587,1,1532,1,1
1898,10,2558,5,0
2400,8,241,4,1
1026,4,713,0,0
1505,5,2080,1,0
2011,4,2462,0,0
2153,5,761,1,0
844,6,197,4,1
1826,4,2312,0,1
1327,6,2136,4,1
98,2,471,2,0
1705,9,2202,2,1
2290,8,1814,4,0
849,6,44,4,0
1029,9,899,2,0
1372,8,1712,4,0
576,8,62,4,1
47,7,1382,3,0
2566,6,1828,4,0
1332,6,2117,4,1
746,3,674,3,1
2664,9,1691,2,0
954,5,1098,1,0
216,-1,1438,3,1
2494,4,1549,0,0
2330,2,1605,2,0
257,9,941,2,0
593,4,3,0,0
704,2,18,2,0
450,8,1101,4,1
347,8,1057,4,0
2259,9,2410,2,1
2235,3,1711,3,1
1759,7,2277,3,1
2638,7,1551,3,1
904,2,195,2,1
2638,7,1659,3,1
1388,6,2357,4,1
1038,10,746,5,1
1136,6,732,4,0
604,10,117,5,0
2539,6,1861,4,1
1875,3,2307,3,0
257,9,960,2,1
2596,6,1663,4,1
1472,4,1940,0,0
1044,9,781,2,1
2550,6,1561,4,0
1451,6,2038,4,0
1958,5,2525,1,0
859,6,1642,4,0
1926,7,2553,3,1
543,0,914,0,1
977,0,1193,0,1
1902,7,2510,3,1
1372,8,2155,4,0
2129,1,1826,1,1
2637,2,1580,2,0
1321,5,2163,1,0
1390,6,2219,4,1
530,0,1074,0,1
939,8,1086,4,1
1840,3,2354,3,0
2581,1,1736,1,1
602,8,446,4,0
1604,8,2246,4,1
2371,1,198,1,1
2586,0,1570,0,1
2605,5,1600,1,0
2623,9,1562,2,0
2553,8,1639,4,0
1363,8,2155,4,1
875,5,702,1,0
2649,6,974,4,0
2371,1,1585,1,1
2613,3,1548,3,1
1923,4,2496,0,1
2006,11,2460,5,0
847,8,29,4,0
89,2,642,2,1
1452,6,2050,4,1
1391,5,2114,1,1
2200,2,1765,2,1
259,7,929,3,1
2635,2,1563,2,0
2637,2,902,2,0
133,6,1273,4,0
1828,0,2280,0,1
1990,8,2438,4,1
2576,6,1533,4,1
2165,0,1718,0,1
1404,4,2469,0,0
2652,3,963,3,0
2527,8,402,4,1
2589,8,1744,4,0
2443,7,306,3,1
1835,7,2348,3,0
2211,2,1710,2,1
1967,9,2340,2,0
317,8,913,4,1
1350,3,2216,3,0
2383,8,1665,4,1
748,3,280,3,1
278,5,1012,1,1
2438,7,357,3,0
1856,3,2517,3,0
2004,3,2282,3,1
1838,5,2409,1,1
1064,7,2207,3,1
870,5,49,1,1
89,2,642,2,0
1200,6,2050,4,1
2329,2,1559,2,1
946,4,187,0,0
2643,4,1676,0,1
2278,0,1755,0,0
2596,6,1595,4,1
1130,9,858,2,0
2551,8,402,4,0
683,7,546,3,1
1879,6,2466,4,0
1338,0,2186,0,1
1708,9,1904,2,0
1980,1,2520,1,0
1366,8,1950,4,1
2267,3,1579,3,0
2206,9,1722,2,0
2654,9,983,2,0
2001,5,985,1,0
1785,4,2391,0,0
1879,6,2471,4,1
2560,6,1608,4,0
103,7,2055,3,0
1420,4,1988,0,0
235,3,1361,3,1
2121,1,1821,1,1
49,2,1410,2,0
14,7,494,3,1
2592,5,1553,1,0
2511,2,1871,2,0
955,3,1161,3,1
69,7,2055,3,1
1470,-1,1254,3,1
1405,3,1939,3,1
1209,1,627,1,0
2069,-1,2516,0,0
1388,6,2357,4,0
531,0,1010,0,0
23,2,1941,2,0
1829,0,2322,0,1
1482,2,1974,2,1
332,2,976,2,0
2267,3,1579,3,1
1006,3,725,3,0
2579,8,1639,4,1
2582,8,1536,4,1
1027,5,212,1,0
1869,10,2535,5,0
271,11,951,5,1
2634,6,908,4,1
1867,1,2156,1,0
1490,1,2017,1,1
531,0,931,0,0
510,8,984,4,0
1202,5,1901,1,0
1507,5,1933,1,0
2385,4,209,0,0
270,1,1431,1,1
2430,5,267,1,1
598,6,84,4,1
1492,7,2473,3,0
2149,2,1815,2,0
318,5,1268,1,1
522,0,931,0,1
1404,4,2469,0,1
1269,2,482,2,1
2590,4,1676,0,1
2013,4,2439,0,1
1878,4,2515,0,1
2564,-1,246,4,1
2430,5,234,1,0
2656,3,2282,3,1
259,7,929,3,1
2468,2,355,2,0
1387,9,1722,2,1
528,11,1006,5,0
544,0,949,0,0
74,9,466,2,1
395,-1,1506,0,1
1398,8,1950,4,0
2555,6,201,4,0
861,5,228,1,0
2638,7,1616,3,0
835,11,180,5,0
2257,10,1766,5,1
1393,9,2184,2,1
217,2,1395,2,1
2638,7,1659,3,0
2623,9,1562,2,1
819,5,414,1,0
600,4,484,0,0
2104,6,962,4,1
620,0,1435,0,0
2433,3,1573,3,1
1880,1,2459,1,0
525,8,1312,4,0
718,0,109,0,0
2438,7,374,3,0
1983,9,983,2,1
2525,4,1747,0,1
854,7,317,3,1
1405,3,1554,3,0
529,9,955,2,0
2415,6,1646,4,0
726,7,25,3,0
2538,0,1780,0,1
252,7,1473,3,0
110,3,1413,3,1
2576,6,2380,4,0
749,9,344,2,0
2348,2,1578,2,0
1386,4,2178,0,1
1014,7,796,3,1
824,4,294,0,1
1507,5,1979,1,0
1268,7,505,3,1
2415,6,1684,4,1
2136,1,772,1,1
402,7,1247,3,0
1816,6,2269,4,1
497,8,1544,4,1
234,2,1519,2,1
1982,0,1010,0,1
753,1,388,1,0
1407,6,1595,4,1
2301,0,1739,0,1
229,7,1381,3,0
2125,2,355,2,0
1031,2,802,2,1
1050,9,818,2,1
2451,7,1659,3,0
416,7,1126,3,1
2576,6,1533,4,0
2616,7,1551,3,0
1065,2,754,2,0
743,-1,1137,4,0
161,1,1270,1,1
321,1,1250,1,0
308,1,924,1,1
2009,0,2326,0,1
1887,2,2552,2,0
529,9,987,2,0
1131,8,785,4,0
1377,7,2207,3,1
311,4,1207,0,0
2585,5,1653,1,0
1279,1,593,1,0
1403,11,2231,5,0
330,7,1278,3,1
2154,5,1746,1,1
2251,1,2271,1,0
2468,2,355,2,0
2645,9,1607,2,0
317,8,1407,4,1
890,7,1140,3,0
2226,2,1768,2,1
465,1,1157,1,1
1333,9,2151,2,0
209,-1,1498,0,1
2242,4,1773,0,0
762,4,313,0,0
1216,0,621,0,0
355,6,937,4,0
550,6,1194,4,1
1367,6,2188,4,0
77,4,493,0,0
89,2,21,2,0
1878,4,2483,0,0
2150,1,1826,1,0
353,6,943,4,0
2132,8,333,4,1
1100,2,848,2,0
1859,1,2520,1,1
422,-1,1195,2,0
1740,8,2296,4,0
836,9,193,2,0
817,-1,682,3,0
1363,8,1763,4,1
758,7,312,3,1
729,9,162,2,1
2100,4,2464,0,1
1887,2,2355,2,0
1014,7,859,3,1
1043,8,863,4,0
861,5,228,1,1
1085,3,383,3,1
2651,10,1675,5,1
8,6,1424,4,0
889,2,38,2,1
754,7,27,3,1
2648,6,1595,4,1
2288,4,1731,0,1
1505,5,1979,1,1
2517,5,267,1,1
73,8,455,4,1
1674,9,2202,2,1
2599,10,1565,5,0
1964,11,951,5,1
2573,1,2287,1,0
2190,4,2210,0,0
2032,-1,2550,0,0
2295,11,1848,5,0
1191,8,727,4,1
2158,5,656,1,0
2557,4,1747,0,0
976,5,1163,1,0
1387,9,2108,2,1
845,11,342,5,1
1403,11,2231,5,0
2575,5,2335,1,1
2193,6,2232,4,0
2595,7,2366,3,1
2074,2,961,2,1
1315,9,2131,2,1
1360,7,1915,3,0
1331,8,2149,4,1
68,2,1456,2,1
2066,7,2539,3,1
317,8,905,4,1
2494,4,1540,0,1
289,6,911,4,1
1980,1,2290,1,0
1910,3,2588,3,0
2391,4,1557,0,0
1405,3,1376,3,1
307,4,945,0,1
634,9,710,2,1
1061,6,770,4,0
721,10,154,5,0
98,2,562,2,1
2361,4,1681,0,0
2161,4,1713,0,0
495,2,1061,2,0
460,3,1124,3,0
2081,3,1020,3,1
2023,9,1267,2,0
1802,8,2379,4,1
2161,4,304,0,1
836,9,193,2,1
2344,11,1619,5,1
465,1,1200,1,1
881,7,138,3,0
2653,1,1662,1,1
1738,1,2226,1,0
1340,1,2135,1,0
1970,8,2339,4,1
2102,3,2454,3,0
1339,10,2107,5,0
2571,2,1881,2,0
1313,3,2124,3,0
2574,4,1017,0,1
1390,6,2219,4,0
2138,2,1609,2,0
14,7,1370,3,0
2283,0,2169,0,1
2240,8,1721,4,1
2474,-1,1558,3,1
921,2,1578,2,1
843,5,196,1,1
494,6,908,4,0
2634,6,1642,4,1
1313,3,2124,3,0
2609,2,1547,2,1
853,8,1586,4,1
1231,1,479,1,0
2160,0,1718,0,1
7,4,452,0,1
2490,8,333,4,0
1058,8,333,4,1
1200,6,467,4,1
1037,8,785,4,0
369,5,906,1,1
1986,4,2388,0,0
2460,10,1565,5,0
2623,9,1562,2,1
25,3,499,3,0
1031,2,731,2,1
2001,5,985,1,0
113,9,1267,2,0
1263,1,464,1,1
1368,2,2150,2,0
2566,6,1561,4,0
1789,1,2331,1,0
1232,6,583,4,1
1659,11,2051,5,1
1779,7,2148,3,1
1962,0,1570,0,0
1629,7,2218,3,0
2644,4,1545,0,1
1530,-1,2052,2,1
752,3,280,3,1
838,5,222,1,1
2170,0,2251,0,0
1203,5,585,1,1
1820,3,2378,3,0
1857,7,2323,3,1
2595,7,2366,3,1
983,7,730,3,0
2274,9,2233,2,1
2589,8,1744,4,1
2358,0,1689,0,0
2459,3,293,3,1
1784,4,2463,0,1
978,-1,1225,3,1
651,6,68,4,0
429,8,1122,4,1
15,0,2440,0,1
994,6,634,4,0
2636,9,1649,2,0
1710,7,1965,3,0
1398,8,1586,4,1
1852,6,2380,4,0
962,4,1189,0,0
1956,1,2501,1,1
2637,2,1580,2,1
1781,9,2447,2,1
77,4,1430,0,0
1113,3,760,3,1
1088,9,695,2,0
276,1,924,1,0
2603,11,1568,5,1
2210,8,1763,4,1
1896,11,2211,5,1
2272,9,1685,2,1
2654,9,919,2,0
2241,2,1717,2,0
1793,2,2370,2,0
99,1,1918,1,1
2620,0,1537,0,1
2373,6,1646,4,0
99,1,504,1,0
2160,0,2165,0,1
537,0,1029,0,0
2618,5,2405,1,0
1032,9,344,2,0
1932,6,2521,4,1
424,5,1401,1,0
1415,0,1718,0,1
1040,6,732,4,1
1725,7,2174,3,0
60,2,1395,2,1
2171,0,791,0,0
868,6,206,4,1
1056,4,757,0,1
2167,4,1846,0,1
2123,1,203,1,0
1167,8,647,4,0
2051,8,2586,4,1
598,6,84,4,1
1463,1,1938,1,0
1493,4,2009,0,1
1365,2,2270,2,1
1845,1,2332,1,0
873,5,31,1,0
2121,1,1539,1,1
1978,3,2378,3,0
1370,4,1728,0,0
869,6,289,4,0
2371,1,198,1,0
304,8,1294,4,1
1188,1,773,1,0
673,7,120,3,1
2169,5,1746,1,0
2456,7,1714,3,1
2603,11,2301,5,0
438,5,1120,1,1
104,4,3,0,1
532,5,1008,1,0
1189,4,713,0,1
706,1,79,1,1
299,9,939,2,1
1505,5,1994,1,1
1055,5,614,1,1
1078,6,828,4,1
852,5,1603,1,0
1809,5,2395,1,1
294,1,998,1,1
2156,5,1767,1,1
860,4,192,0,1
1328,8,2234,4,0
2173,0,287,0,1
29,0,1955,0,0
68,2,562,2,1
601,11,98,5,0
1962,0,942,0,0
255,5,969,1,0
1398,8,1586,4,1
1058,8,863,4,0
2540,9,1687,2,0
2389,10,221,5,0
331,7,1228,3,1
1769,10,2359,5,1
2584,3,1548,3,1
1873,6,2466,4,0
1401,7,1582,3,1
466,-1,1121,1,0
408,8,1146,4,1
1880,1,2459,1,0
1066,9,466,2,0
41,5,2080,1,0
2129,1,1826,1,1
848,9,344,2,1
1028,6,828,4,0
1685,3,2049,3,1
1337,1,2182,1,1
306,-1,1301,5,0
276,1,1094,1,1
70,1,504,1,1
2105,9,2344,2,1
672,3,82,3,1
805,0,353,0,0
1789,1,2528,1,1
249,6,1369,4,1
276,1,1094,1,1
2411,1,1594,1,0
2447,9,322,2,0
2333,7,275,3,0
459,-1,1142,0,0
1868,8,2494,4,1
2642,7,302,3,1
1238,5,585,1,1
1868,8,1986,4,0
970,3,1108,3,0
2466,10,323,5,0
1843,5,2306,1,0
2189,4,308,0,0
1405,3,1939,3,0
128,0,1274,0,1
1388,6,2357,4,0
1271,8,501,4,1
727,4,1196,0,1
777,0,353,0,1
1129,7,859,3,1
2163,9,1722,2,1
1875,3,2040,3,0
114,8,1259,4,0
698,7,153,3,0
1468,7,2098,3,1
1906,5,2567,1,1
497,8,1204,4,1
2356,6,1642,4,1
1829,0,2322,0,1
2446,5,1638,1,1
597,3,116,3,0
1403,11,2231,5,0
693,7,32,3,0
851,1,200,1,0
1770,8,1993,4,1
1093,1,410,1,0
1738,-1,2226,1,1
2066,7,1015,3,1
1415,0,1718,0,0
872,0,1660,0,0
2590,4,1676,0,1
759,7,341,3,1
1385,3,1554,3,0
2585,5,1553,1,1
539,4,1172,0,1
519,7,1014,3,1
2654,9,919,2,1
2637,2,1580,2,0
8,6,467,4,1
2571,2,1674,2,0
2150,1,1821,1,1
2039,4,2512,0,0
1988,4,1017,0,0
1200,6,467,4,1
1294,4,452,0,0
1118,6,878,4,0
2180,4,2178,0,0
2648,6,937,4,1
748,3,679,3,0
1268,7,454,3,1
2585,5,1553,1,0
2471,11,372,5,1
2260,0,1724,0,1
1090,2,808,2,1
2610,4,2384,0,1
104,4,1053,0,0
1541,4,812,0,0
1790,0,2497,0,1
559,8,42,4,1
2241,2,1717,2,1
442,6,997,4,0
1369,10,888,5,1
1685,3,1977,3,0
573,8,62,4,0
1090,2,424,2,0
2482,9,390,2,0
2384,8,1643,4,0
1022,7,474,3,1
625,-1,1420,4,1
1039,7,747,3,0
2615,1,2271,1,1
353,6,943,4,0
2102,3,2345,3,0
1065,2,754,2,1
2607,10,1677,5,1
2288,4,1838,0,0
1589,1,2041,1,0
1531,0,1982,0,0
132,11,1251,5,1
1881,2,2484,2,1
2080,9,1030,2,1
1425,6,1919,4,0
1717,8,2296,4,1
61,1,1504,1,0
1407,6,1595,4,1
361,1,1411,1,0
2590,4,1703,0,0
357,3,1105,3,0
257,9,960,2,0
951,6,206,4,0
2270,1,1853,1,0
1518,5,1979,1,0
1900,3,2588,3,0
1405,3,1376,3,1
7,4,567,0,0
352,0,1390,0,0
2440,9,344,2,1
1131,8,785,4,0
999,3,618,3,1
369,5,94,1,0
1055,5,683,1,1
267,2,952,2,1
629,9,119,2,1
2584,3,1538,3,0
921,2,178,2,0
1031,2,802,2,1
2123,1,1624,1,1
1379,1,2102,1,0
480,2,910,2,0
617,9,694,2,0
2288,4,1793,0,0
1782,7,2612,3,0
1988,4,1017,0,0
1066,9,1904,2,1
405,9,1197,2,0
897,3,1108,3,0
2222,7,1761,3,0
1722,2,2106,2,1
2289,3,1812,3,1
2611,8,2339,4,0
2283,0,1896,0,0
927,7,1089,3,0
481,4,1093,0,1
1756,0,2192,0,0
1844,2,2302,2,1
2241,2,1705,2,0
839,0,315,0,0
15,0,1390,0,1
99,1,1918,1,1
2015,1,2491,1,1
2004,3,1023,3,1
820,6,307,4,1
1381,4,2110,0,0
2198,6,1831,4,0
1452,6,2050,4,1
1705,9,2108,2,1
748,3,337,3,0
2019,7,2510,3,1
2652,3,1023,3,1
28,0,1423,0,1
1115,-1,749,0,1
1274,2,534,2,0
152,-1,1252,2,0
2590,4,1676,0,1
356,7,1075,3,0
1427,1,1902,1,1
2503,4,358,0,1
2259,9,1792,2,0
2128,5,1767,1,1
1822,1,2276,1,1
2241,2,1717,2,1
1189,4,576,0,0
266,1,912,1,1
2390,2,1604,2,0
2401,7,185,3,0
2609,2,1547,2,1
1838,5,2409,1,0
1028,6,729,4,1
2007,11,2509,5,1
996,2,655,2,0
161,1,1334,1,0
2585,5,1647,1,0
851,1,200,1,0
1404,4,2469,0,1
1873,6,2466,4,0
2207,-1,2214,4,1
2581,1,1759,1,1
1405,3,316,3,0
2101,5,2508,1,0
676,10,115,5,0
59,8,1388,4,0
265,4,991,0,0
1696,3,2123,3,0
1274,2,495,2,1
1710,7,1934,3,0
1995,0,2433,0,1
1980,1,2290,1,0
964,2,1115,2,0
634,9,543,2,1
256,2,1605,2,0
2048,-1,2560,5,1
2294,11,1791,5,1
2048,-1,2560,5,1
1026,4,637,0,0
31,5,2080,1,0
1831,9,2346,2,0
1360,7,2147,3,0
69,7,2055,3,0
345,4,1117,0,0
14,7,494,3,0
2260,0,1689,0,1
2100,4,954,0,0
111,6,571,4,0
1404,4,2208,0,1
2571,2,1541,2,0
2664,9,1685,2,0
900,8,1057,4,0
1332,6,1970,4,1
1870,2,2552,2,1
83,8,981,4,0
1014,7,859,3,1
1744,1,2135,1,1
276,1,924,1,1
1289,8,518,4,0
790,0,348,0,0
1329,0,2169,0,1
2256,3,1730,3,1
563,1,147,1,1
75,2,562,2,1
1966,5,2335,1,1
2212,8,817,4,0
1883,8,2534,4,0
330,7,1278,3,0
2648,6,937,4,1
229,-1,1518,3,1
105,4,1430,0,0
1452,6,467,4,1
1658,-1,2053,3,0
2254,4,1776,0,0
2573,1,2287,1,1
1452,6,1932,4,0
1651,-1,2235,3,1
2548,8,1798,4,0
2123,1,1624,1,1
2578,10,1048,5,1
2579,8,1569,4,0
1418,0,830,0,0
1316,5,2112,1,1
553,1,75,1,0
2626,3,1626,3,0
2275,9,1742,2,1
2205,4,1760,0,1
2399,7,1198,3,0
2394,4,259,0,1
1190,4,798,0,1
2655,3,1108,3,1
1825,2,2329,2,0
1197,0,830,0,0
2278,0,1755,0,1
506,1,1056,1,0
2356,6,1566,4,1
890,7,1151,3,0
2257,10,1797,5,0
543,0,914,0,0
482,4,1104,0,0
802,5,400,1,0
1329,0,2381,0,0
505,6,1533,4,1
1631,30,2236,2,0
746,3,165,3,1
1970,8,2339,4,0
1886,4,2522,0,0
1375,7,1761,3,0
107,9,2445,2,0
374,6,1132,4,0
106,12,1229,2,0
883,8,1086,4,1
1561,7,860,3,0
708,-1,73,1,0
1299,2,471,2,0
2505,-1,242,1,0
629,9,69,2,0
2592,5,1553,1,1
553,1,75,1,0
2616,7,2363,3,1
46,2,18,2,1
2065,6,1231,4,0
2595,7,1734,3,1
1840,3,2396,3,0
1200,6,467,4,0
2291,6,1864,4,1
2240,8,1820,4,1
682,-1,1507,3,0
2587,1,909,1,0
1822,1,2276,1,0
1399,5,2190,1,0
2004,3,2396,3,0
1406,2,1921,2,0
2535,6,1885,4,0
1056,4,790,0,1
2117,2,2300,2,0
2335,2,1625,2,1
2593,10,1534,5,1
2382,8,1682,4,1
501,7,1069,3,1
2276,8,1721,4,1
1993,6,974,4,1
2624,2,947,2,0
1921,3,1256,3,0
2156,5,2167,1,0
2003,0,1570,0,1
2047,7,2450,3,0
1866,8,2293,4,0
771,4,232,0,1
882,2,14,2,1
1374,7,2113,3,1
2092,7,1297,3,0
371,3,316,3,1
2008,10,2369,5,0
2196,10,1811,5,0
70,1,1431,1,1
1880,1,2459,1,0
2259,9,1706,2,1
1379,1,2119,1,0
797,8,282,4,1
349,6,997,4,0
99,1,504,1,0
873,5,614,1,1
2593,10,1854,5,0
911,5,1097,1,0
857,5,228,1,0
2612,2,2401,2,1
1915,7,2441,3,1
459,4,1142,0,0
1981,0,2351,0,0
68,2,562,2,0
2147,1,150,1,0
2548,8,1798,4,0
2221,9,1886,2,1
1584,4,1988,0,1
1268,7,505,3,0
2465,1,182,1,0
1047,3,633,3,0
311,4,933,0,0
2617,9,1758,2,0
1887,2,2355,2,1
167,8,1338,4,0
2259,9,2410,2,0
1060,6,807,4,0
95,8,529,4,0
506,1,1090,1,1
1952,6,2475,4,1
1315,9,2131,2,0
1723,8,2161,4,1
1732,9,2347,2,0
2127,1,1821,1,0
1704,4,2120,0,1
2178,0,1718,0,1
579,2,65,2,1
1420,4,2005,0,1
770,2,642,2,0
1193,0,498,0,0
1728,2,2292,2,1
2323,7,2174,3,1
2614,3,1579,3,0
2433,3,1573,3,0
258,3,1037,3,1
1874,7,2612,3,1
1027,5,212,1,1
1685,3,1939,3,0
2459,3,351,3,1
131,7,1298,3,1
2500,4,319,0,1
804,6,343,4,1
1952,6,2475,4,0
834,1,150,1,0
567,8,135,4,1
2600,4,1664,0,1
1294,4,452,0,0
92,7,80,3,0
11,7,2054,3,1
2383,8,1575,4,1
2633,0,1052,0,1
1844,2,2302,2,1
2083,3,1290,3,1
2107,8,2339,4,1
2251,1,1809,1,1
2648,6,1595,4,0
2606,8,2339,4,0
308,1,1250,1,1
1408,1,2360,1,1
1894,6,1948,4,1
2262,1,1809,1,1
813,8,334,4,0
589,9,619,2,1
284,9,1199,2,0
666,0,126,0,0
