Birch_base,DBSCAN_base,Birch_random_best,DBSCAN_random_best,Passed
1084,5,3153,1,1
1882,1,1407,1,0
600,3,1692,3,0
69,1,134,1,1
2974,5,3091,1,0
1479,7,3492,3,0
2349,8,306,4,0
1021,6,201,4,1
2782,7,2482,3,1
3090,9,2965,2,1
2252,1,1136,1,1
3057,8,3062,4,1
1011,2,270,2,1
1830,0,2842,0,0
677,0,2042,0,0
293,4,1914,0,1
1399,8,3793,4,0
3159,1,2596,1,0
635,5,1852,1,1
2774,6,3456,4,0
623,9,1682,2,0
2904,6,2313,4,1
1953,5,150,1,1
1474,0,3527,0,0
1714,1,2786,1,1
2371,3,2372,3,0
2248,9,1342,2,1
1505,8,3794,4,0
2547,6,1984,4,0
2777,0,2474,0,0
2222,3,1366,3,0
1990,5,192,1,0
585,2,1921,2,0
488,2,1139,2,1
1958,1,2023,1,0
1536,3,111,3,0
1961,5,2762,1,1
355,1,1961,1,1
1353,5,3117,1,1
1710,0,2802,0,1
378,10,1645,5,1
2752,-1,2183,0,1
1745,7,2829,3,0
3133,10,2568,5,0
498,7,1023,3,0
1112,4,3031,0,0
1647,5,720,1,1
1601,8,655,4,1
3072,9,2701,2,0
2739,-1,1636,2,1
1762,4,354,0,0
1681,9,815,2,0
2517,7,1971,3,1
2065,11,200,5,0
1156,-1,3332,3,0
1078,7,3131,3,0
3081,3,3479,3,1
3047,9,2846,2,0
579,9,1759,2,1
2671,9,2281,2,1
91,5,68,1,1
3092,7,2507,3,0
282,8,2081,4,0
669,0,60,0,0
1626,1,854,1,0
3054,5,2803,1,1
3204,7,3678,3,0
59,2,149,2,1
2528,2,1993,2,1
1356,8,3521,4,0
3073,2,2597,2,1
164,5,851,1,0
1499,-1,732,5,0
1990,5,150,1,1
580,8,1677,4,1
1079,8,3120,4,1
84,11,197,5,0
188,3,1131,3,0
995,11,3215,5,0
961,3,3248,3,1
1709,2,276,2,1
1673,2,620,2,0
871,2,1678,2,1
2461,2,2896,2,1
1378,8,3795,4,1
773,1,3481,1,0
2961,1,2969,1,1
1963,7,212,3,1
984,11,3166,5,0
1598,4,3409,0,1
839,9,175,2,0
2588,8,2373,4,1
2034,3,285,3,1
2032,8,156,4,1
207,5,1188,1,0
1624,3,893,3,1
1962,1,3115,1,1
1894,21,1491,1,1
2696,5,2064,1,0
3097,1,2969,1,0
964,6,3225,4,1
437,6,1717,4,0
988,0,3087,0,1
2881,0,3746,0,0
2873,5,3438,1,1
1966,3,300,3,1
3152,5,2422,1,1
776,8,2360,4,0
2057,5,182,1,1
2343,7,326,3,1
584,1,1641,1,1
588,7,1932,3,0
2461,2,2896,2,0
3089,1,2960,1,0
2622,8,2285,4,0
3158,9,2607,2,0
1013,2,688,2,1
667,4,92,0,1
1442,4,3660,0,1
2221,11,1469,5,1
1033,8,76,4,0
1954,0,146,0,1
2539,3,2450,3,1
880,6,904,4,0
1622,4,691,0,0
868,2,972,2,0
188,3,1131,3,1
968,4,3180,0,0
2455,5,2823,1,1
633,-1,1637,1,0
3082,3,3039,3,1
83,2,82,2,0
3166,2,2484,2,1
1963,7,1967,3,1
3068,0,2972,0,0
1971,3,162,3,0
1915,9,463,2,0
1942,-1,2935,5,0
676,0,2842,0,1
1353,5,3512,1,1
3037,2,2765,2,0
3015,9,2639,2,0
462,4,789,0,1
1250,-1,596,5,0
2799,3,2514,3,1
2274,3,285,3,1
1353,5,3512,1,0
634,8,1552,4,0
2769,6,2429,4,1
2829,3,2410,3,1
1356,8,3504,4,1
2517,7,2009,3,0
67,8,118,4,0
1547,3,111,3,1
1252,4,725,0,0
3173,2,3720,2,1
2331,6,251,4,1
352,5,1644,1,1
1824,3,2833,3,1
343,5,1092,1,1
2323,1,231,1,0
67,8,118,4,1
869,2,1702,2,0
1329,5,3512,1,1
2319,2,1328,2,0
1057,0,3076,0,1
1541,3,639,3,1
891,7,1727,3,1
1364,5,3545,1,1
3161,8,2657,4,1
2772,0,2487,0,1
1948,1,191,1,0
616,11,1661,5,0
2779,1,2445,1,1
1731,9,2846,2,0
3140,11,2563,5,0
1649,5,699,1,0
671,6,1927,4,0
876,7,1978,3,1
2988,1,2591,1,1
630,0,1838,0,0
903,3,929,3,0
1983,9,70,2,0
333,7,2060,3,0
519,-1,1638,0,0
672,4,2027,0,0
2946,6,2984,4,0
2113,1,515,1,0
636,1,1816,1,1
1497,4,3785,0,1
1079,8,3155,4,1
1992,11,186,5,0
1062,5,3267,1,1
3102,5,3044,1,0
663,7,1971,3,1
485,5,1097,1,0
667,4,92,0,0
3092,7,2606,3,0
1059,7,3307,3,0
2508,9,2917,2,0
1867,7,2052,3,1
676,0,2015,0,1
1210,8,728,4,0
2613,0,2363,0,0
956,2,3112,2,1
2728,0,1910,0,0
1451,4,3460,0,0
3109,7,3391,3,1
447,1,1768,1,0
1955,10,64,5,0
2518,7,1932,3,0
2638,9,1605,2,0
2987,9,2675,2,0
369,8,2048,4,0
2329,7,1408,3,0
199,0,1253,0,1
1006,2,3236,2,0
1845,9,2763,2,1
3117,2,3433,2,0
2571,4,2366,0,1
2536,7,1967,3,0
2532,8,1941,4,1
1682,6,798,4,1
359,5,1960,1,1
428,1,1784,1,0
851,0,937,0,1
2883,6,2579,4,0
1952,7,497,3,1
1060,0,3259,0,1
2782,7,2439,3,0
981,2,3134,2,1
2537,1,2788,1,1
744,7,3461,3,1
1737,8,117,4,1
849,2,3398,2,1
1707,6,2883,4,1
1492,0,3796,0,0
967,0,3175,0,0
3099,3,2694,3,0
1856,4,2901,0,1
1971,3,81,3,1
2809,5,2446,1,1
1475,6,3417,4,0
1965,9,125,2,1
2459,8,2428,4,0
1660,8,823,4,0
188,3,61,3,0
1817,11,2783,5,0
961,3,3122,3,1
1015,3,3122,3,0
2395,-1,2707,2,1
3104,5,3071,1,0
3087,1,2785,1,1
962,4,3157,0,1
1984,7,163,3,0
3092,7,2770,3,0
60,2,1302,2,1
2964,7,3053,3,0
2772,0,2435,0,1
1033,8,76,4,0
1470,6,3597,4,1
3108,1,2960,1,1
324,2,2036,2,1
1349,2,3414,2,0
981,2,3134,2,1
1060,0,3259,0,0
1354,6,3135,4,0
2906,0,2708,0,0
2544,5,2003,1,0
1483,-1,3554,5,1
673,8,2005,4,0
701,6,1851,4,0
2445,6,2814,4,0
1951,3,2854,3,1
1971,3,81,3,1
3010,1,2788,1,1
2081,4,446,0,0
3168,2,3036,2,0
1076,3,3242,3,0
55,4,145,0,1
441,6,1791,4,1
777,4,2539,0,1
2780,9,3432,2,1
1337,7,3401,3,1
1879,5,2034,1,0
3097,1,2960,1,0
994,1,3161,1,1
408,2,1907,2,0
119,2,1070,2,0
1543,9,198,2,1
867,5,957,1,1
1461,9,3555,2,0
976,5,3117,1,0
628,5,1802,1,1
3197,3,3728,3,1
3117,2,3433,2,1
1967,5,192,1,0
757,2,1894,2,1
883,5,899,1,0
2363,11,2651,5,1
1036,0,273,0,0
663,7,74,3,1
302,4,1350,0,0
2380,5,2818,1,0
1994,3,3122,3,1
3123,7,3073,3,0
1295,1,3676,1,0
2527,3,2858,3,1
2835,1,2495,1,0
449,4,801,0,0
561,9,1730,2,0
2798,11,2543,5,0
989,9,2965,2,0
1520,7,581,3,0
1948,1,169,1,1
69,1,158,1,0
2053,9,139,2,1
1712,10,2862,5,1
1117,2,3167,2,1
1157,-1,3334,0,0
359,5,1362,1,0
996,11,748,5,1
2035,2,516,2,1
1527,6,963,4,1
1656,5,793,1,1
1950,6,161,4,0
1481,9,3514,2,0
3117,2,3433,2,0
854,3,979,3,1
3058,4,2623,0,1
1484,0,3416,0,0
2910,6,2476,4,1
1527,6,99,4,1
1960,2,1907,2,1
2803,4,2539,0,0
2348,8,517,4,0
2466,4,2184,0,1
1459,0,3465,0,1
2380,5,2709,1,1
2461,2,2810,2,0
1272,8,662,4,0
382,6,1717,4,0
778,4,103,0,1
1295,1,3400,1,1
153,1,1266,1,0
869,2,110,2,1
1831,0,2876,0,1
1990,5,167,1,1
1951,3,1908,3,0
23,-1,43,9,1
1730,8,1940,4,0
861,7,3538,3,1
1853,7,282,3,0
989,9,3108,2,0
2771,8,2551,4,0
2234,1,1422,1,0
386,2,1333,2,1
1392,-1,3797,2,1
80,4,835,0,0
623,9,1682,2,1
2644,3,2274,3,0
2779,1,3507,1,0
3058,4,2623,0,0
2456,4,2632,0,1
2782,7,2482,3,1
2355,9,2601,2,1
3076,0,2625,0,0
1981,8,86,4,0
975,0,3150,0,0
313,0,2091,0,0
1542,5,3117,1,1
1350,1,3543,1,0
2064,6,161,4,1
3086,2,2964,2,0
368,2,1907,2,0
3055,5,2636,1,1
3089,1,3476,1,1
2795,9,1805,2,0
1033,8,306,4,1
595,0,1580,0,0
1233,-1,3331,1,1
401,9,1049,2,0
2953,3,3064,3,1
3128,9,2544,2,1
2771,8,2440,4,1
2851,4,3798,0,1
709,6,3540,4,0
345,1,1980,1,0
683,3,3436,3,0
1079,8,3120,4,1
1324,5,2979,1,1
3047,9,3068,2,1
3056,7,2770,3,0
1926,0,295,0,0
1352,6,3778,4,1
2451,3,2822,3,1
355,1,1043,1,0
1948,1,3106,1,1
2825,1,2430,1,1
2532,8,1941,4,0
1011,2,270,2,1
68,9,113,2,0
3159,1,2596,1,0
459,8,1128,4,1
3080,4,2421,0,0
2770,0,2435,0,1
3018,0,2629,0,0
1859,-1,2136,4,0
1088,2,3178,2,1
1041,7,250,3,1
1700,4,2884,0,0
2532,8,1945,4,0
2588,8,2373,4,1
407,2,1156,2,0
2555,1,1954,1,0
676,0,1948,0,0
1975,6,75,4,1
934,-1,987,5,0
197,6,1225,4,1
1714,1,2786,1,0
1204,7,3202,3,0
2248,9,1435,2,0
1279,1,682,1,1
3088,4,3447,0,1
1065,6,3288,4,0
2844,9,2348,2,0
550,0,1742,0,1
2322,4,1403,0,1
1103,5,371,1,0
3005,5,2608,1,0
411,7,1368,3,1
3204,7,3733,3,0
3127,2,2493,2,0
2546,5,2003,1,0
1828,9,2887,2,1
983,11,698,5,0
670,0,187,0,0
2158,-1,482,0,0
1589,6,921,4,0
380,3,1064,3,0
655,0,116,0,0
814,2,1849,2,1
1042,7,3170,3,0
199,0,1192,0,0
294,5,2202,1,0
1451,4,3544,0,1
1546,8,655,4,1
2537,1,2263,1,1
3092,7,2779,3,1
779,9,1832,2,0
1667,-1,855,5,0
2670,8,2079,4,1
1464,0,3675,0,0
2376,5,2422,1,0
131,1,1155,1,0
981,2,3134,2,0
1789,7,388,3,1
3099,3,2450,3,0
2848,9,2466,2,0
201,9,1138,2,1
1117,2,3042,2,0
1870,3,2016,3,1
1358,8,3394,4,0
2241,2,1367,2,0
1974,5,192,1,1
1482,9,3441,2,1
2449,10,2836,5,1
2769,6,2467,4,1
2430,4,2864,0,0
2895,3,2575,3,1
1540,5,909,1,0
1725,2,2831,2,0
344,1,1975,1,0
2466,-1,2710,0,1
2788,3,3490,3,1
2528,2,1982,2,0
2864,6,3452,4,0
1975,6,166,4,0
1308,1,3718,1,0
932,1,819,1,0
1428,1,3718,1,0
2835,1,1983,1,0
440,2,1719,2,1
582,2,1543,2,1
3159,1,2472,1,1
3017,-1,2681,0,1
1004,4,3247,0,1
2839,5,2432,1,0
2063,3,285,3,0
1960,2,72,2,0
1987,7,163,3,1
2261,6,1400,4,0
585,2,1719,2,1
2907,-1,3799,0,0
1054,3,3213,3,1
2834,8,2548,4,1
1337,7,3201,3,0
1001,3,3144,3,1
368,2,1907,2,0
1953,5,2034,1,1
386,2,1333,2,0
1993,2,105,2,1
55,4,145,0,0
293,4,2127,0,1
370,6,1019,4,0
1567,5,3263,1,1
1475,6,3496,4,1
2406,7,2642,3,0
556,3,1782,3,0
960,6,3225,4,0
135,7,1275,3,0
1741,9,2910,2,1
1613,1,191,1,1
1529,2,143,2,0
1057,0,3052,0,0
1960,2,105,2,0
1851,1,2881,1,0
1121,1,2953,1,1
2032,8,363,4,1
2805,4,2246,0,0
1523,3,900,3,1
2069,0,423,0,1
2703,2,2374,2,1
2508,9,1953,2,0
124,1,1194,1,1
1925,5,359,1,0
960,6,3119,4,0
1653,2,817,2,0
1366,4,3396,0,0
817,-1,1868,1,1
282,8,1404,4,1
1373,8,3244,4,1
2038,9,1243,2,0
1590,1,632,1,1
124,1,1194,1,0
2830,3,2514,3,1
406,2,2163,2,0
1031,2,216,2,1
2063,3,217,3,1
70,0,107,0,0
2506,5,2801,1,0
3083,5,2975,1,1
1031,2,3134,2,0
325,2,2088,2,0
2534,5,2886,1,0
1960,2,105,2,1
1623,8,923,4,0
3089,1,2420,1,1
1976,4,127,0,1
1712,10,2924,5,1
1989,9,2763,2,0
353,4,1973,0,1
2769,6,2429,4,0
2695,5,1549,1,1
671,6,1685,4,1
2060,11,335,5,1
671,6,1959,4,0
1953,5,2034,1,1
1731,9,2846,2,1
1264,-1,733,4,1
1958,1,2023,1,0
1737,8,301,4,0
666,9,70,2,1
197,6,1225,4,1
2534,5,2886,1,0
3127,2,2558,2,0
135,7,1222,3,1
1037,1,3130,1,1
2046,9,1276,2,0
488,2,1769,2,1
361,6,1357,4,1
2542,9,1929,2,0
1031,2,216,2,0
2764,5,2489,1,1
1999,7,1200,3,1
1355,2,3412,2,1
1822,5,2826,1,1
1529,2,143,2,1
2534,5,1969,1,0
1518,5,918,1,0
394,2,1059,2,0
339,2,1152,2,1
1981,8,1940,4,0
992,9,3108,2,1
2080,4,523,0,0
2527,3,2858,3,0
1897,-1,1464,3,0
424,8,1771,4,0
922,-1,954,4,0
1138,7,2913,3,1
583,7,1607,3,0
2324,1,1369,1,0
1997,5,1277,1,0
2243,7,1132,3,1
421,7,109,3,1
1932,5,340,1,0
2506,5,2416,1,1
656,4,1765,0,0
2593,0,2245,0,1
1976,4,92,0,0
1407,1,3681,1,0
2851,4,2464,0,0
2506,5,2077,1,1
1963,7,109,3,1
864,1,3397,1,1
352,5,1981,1,1
2396,-1,2375,5,1
2533,1,2072,1,0
480,1,1584,1,0
2369,7,2052,3,1
1888,7,2824,3,0
3103,4,2421,0,0
1699,8,86,4,1
3177,4,3686,0,0
97,10,837,5,0
159,8,1278,4,0
1356,8,3497,4,1
766,0,1865,0,1
308,1,2118,1,1
400,9,1325,2,0
1769,10,3229,5,0
1145,6,3365,4,0
1542,5,951,1,1
1356,8,3521,4,1
3089,1,2420,1,1
1566,2,3255,2,0
2381,2,2805,2,0
1501,-1,3335,3,0
1541,3,639,3,0
434,5,1802,1,1
2366,3,2312,3,0
1243,7,587,3,1
1570,8,607,4,1
343,5,2022,1,0
1965,9,249,2,0
962,4,3141,0,0
1041,7,294,3,1
1329,5,3303,1,1
80,4,883,0,0
3103,4,3535,0,1
2478,7,2840,3,0
2514,0,1999,0,1
2624,4,2246,0,0
1965,9,1325,2,0
1921,6,2789,4,0
2904,6,2376,4,1
3193,0,3735,0,0
1730,8,2025,4,0
2518,7,1932,3,0
216,6,810,4,0
2703,2,2374,2,0
1763,0,2888,0,1
903,3,929,3,0
2557,4,2282,0,0
3102,5,2448,1,1
1979,5,97,1,1
2075,0,600,0,1
1976,4,92,0,1
3161,8,3084,4,1
1958,1,169,1,1
2595,-1,2297,0,0
75,2,808,2,0
879,4,926,0,0
2421,3,2536,3,1
342,6,1019,4,0
2986,8,2697,4,0
437,6,1717,4,0
1973,9,222,2,0
3091,7,3035,3,0
1119,4,3151,0,1
3156,1,2472,1,1
1393,-1,3795,4,1
1446,6,3417,4,1
2780,9,3432,2,0
679,4,1913,0,0
1599,10,959,5,1
453,8,1738,4,0
771,2,3457,2,1
1713,8,3120,4,0
707,9,3448,2,0
1444,7,3467,3,0
1373,8,3244,4,0
1737,8,264,4,1
2522,4,2911,0,0
675,3,2444,3,0
1969,1,77,1,1
1951,3,81,3,0
2355,9,2236,2,0
1971,3,90,3,1
1019,9,3210,2,0
1921,6,268,4,0
1958,1,77,1,1
669,0,189,0,0
45,-1,45,8,1
2179,-1,518,-1,1
2786,2,2352,2,1
3086,2,2765,2,0
2075,0,684,0,0
1737,8,264,4,1
655,0,170,0,1
1986,1,2799,1,0
217,11,856,5,0
2774,6,2502,4,1
90,2,1152,2,1
395,4,1934,0,0
2775,3,2501,3,1
95,4,88,0,1
869,2,1702,2,0
3109,7,3391,3,0
2856,8,2548,4,0
742,1,1866,1,0
60,2,1936,2,0
55,4,1913,0,0
2517,7,1971,3,1
937,8,1015,4,1
1630,7,757,3,0
1968,7,79,3,1
775,7,3477,3,1
676,0,1935,0,0
2742,5,1626,1,0
425,1,1676,1,0
452,1,1703,1,0
2988,1,2591,1,1
1106,7,3237,3,1
3147,2,2459,2,0
649,6,1603,4,0
853,8,3406,4,1
663,7,1971,3,0
2951,7,2952,3,0
470,8,1021,4,0
2793,5,2457,1,1
59,2,73,2,0
2484,0,2139,0,0
865,10,959,5,0
2510,8,2005,4,1
1336,8,3430,4,0
97,10,1150,5,0
2534,5,2762,1,0
1339,7,3401,3,0
778,4,3409,0,1
1864,5,2212,1,0
435,7,1697,3,1
3037,2,2765,2,1
2527,3,2873,3,0
2701,-1,2171,5,1
1650,-1,734,1,1
670,0,187,0,1
1921,6,2912,4,1
2516,6,2429,4,0
3087,1,299,1,1
2028,2,460,2,0
997,6,3121,4,1
1851,1,1423,1,1
1617,6,777,4,0
3166,2,2484,2,1
3200,10,3791,5,1
896,6,810,4,1
534,6,1689,4,0
2569,9,2309,2,1
422,2,1328,2,0
2785,4,2454,0,0
704,0,3585,0,1
971,10,3205,5,1
2982,0,3080,0,1
1352,6,3778,4,1
3095,3,3144,3,0
682,1,3476,1,1
2800,11,3454,5,0
3128,9,3402,2,0
2190,0,1354,0,0
1737,8,264,4,1
1879,5,227,1,0
1707,6,166,4,0
1960,2,105,2,1
421,7,1388,3,1
1311,1,3268,1,1
676,0,2015,0,0
1236,5,3336,1,0
2103,3,468,3,1
134,0,1058,0,0
1962,1,3115,1,1
1879,5,1348,1,1
1429,7,3701,3,1
2095,11,397,5,0
2455,5,2938,1,0
2425,8,2928,4,0
58,6,777,4,1
668,0,1955,0,0
2716,2,1639,2,1
2016,4,536,0,0
1948,1,3476,1,1
3139,9,2706,2,0
128,4,1173,0,0
1034,7,519,3,1
2155,3,435,3,0
363,4,1992,0,1
2790,5,3438,1,0
1974,5,328,1,1
1446,6,3417,4,1
2760,10,1924,5,1
671,6,1927,4,1
2830,3,2455,3,1
1353,5,3512,1,1
139,8,1375,4,0
1019,9,617,2,0
960,6,3225,4,1
101,7,1421,3,0
2627,2,2306,2,0
1833,10,2836,5,0
2349,8,219,4,0
1530,1,3548,1,1
2802,6,2767,4,1
2577,-1,2301,4,0
3073,2,2597,2,0
804,5,2334,1,0
2704,-1,2187,5,1
3068,0,2972,0,0
114,8,1080,4,0
1470,6,3534,4,0
192,0,1240,0,1
1855,1,2198,1,1
2329,7,277,3,1
449,4,184,0,1
3204,7,3762,3,0
1842,6,2877,4,1
717,8,1876,4,0
2446,10,2537,5,1
679,4,1913,0,1
2058,9,346,2,1
2861,-1,3800,5,1
2637,7,2315,3,0
2988,1,2591,1,1
679,4,1942,0,0
1730,8,2761,4,1
974,0,3186,0,1
350,9,1405,2,0
73,2,1185,2,0
172,-1,1280,3,0
3057,8,2828,4,0
2882,6,2442,4,1
1027,4,272,0,0
2279,1,366,1,0
2063,3,217,3,0
197,6,1225,4,0
681,11,1996,5,1
2511,3,2433,3,1
540,9,1761,2,1
1715,2,2791,2,0
69,1,77,1,1
67,8,1181,4,0
1923,6,1481,4,1
1016,8,3221,4,0
1006,2,3236,2,0
361,6,1409,4,0
1412,1,3801,1,0
1715,2,211,2,0
1976,4,62,0,0
1278,5,674,1,1
1084,5,3153,1,0
1752,1,299,1,0
2781,5,3459,1,0
355,1,1248,1,1
2108,2,688,2,0
1867,7,2052,3,0
3097,1,2960,1,0
71,3,1301,3,0
603,2,1543,2,1
1500,-1,1012,4,0
2533,1,2000,1,0
280,1,2152,1,1
1964,8,306,4,0
1981,8,1940,4,1
1970,0,69,0,0
433,1,824,1,1
2062,4,345,0,1
918,3,975,3,1
1374,10,3528,5,1
1352,6,2997,4,0
1122,9,3098,2,0
2050,3,829,3,1
669,0,60,0,0
2054,5,1456,1,0
1721,3,2781,3,0
670,0,187,0,1
576,6,1679,4,1
1760,5,2878,1,0
3047,9,3003,2,0
1500,-1,735,4,1
1743,1,257,1,1
1949,5,167,1,1
171,-1,1256,2,0
2530,6,2122,4,0
1002,8,3206,4,0
770,7,1859,3,0
267,-1,2083,4,1
2345,7,294,3,0
2800,11,3489,5,1
1451,4,3544,0,0
63,6,75,4,0
608,1,1681,1,1
670,0,187,0,0
741,4,3565,0,0
2848,9,3434,2,0
869,2,72,2,1
2059,3,217,3,0
259,8,1353,4,0
3074,0,2802,0,1
2298,-1,466,1,1
406,2,1923,2,1
2355,9,2601,2,1
1982,11,240,5,0
429,5,1725,1,0
2817,-1,2297,0,0
1006,2,3236,2,0
404,1,1369,1,1
916,0,915,0,1
1830,0,2842,0,1
683,3,111,3,0
615,1,1800,1,0
1358,8,3499,4,0
1343,2,3182,2,1
2467,8,2195,4,1
2516,6,2010,4,0
967,0,3259,0,0
1345,1,3546,1,1
345,1,2007,1,1
580,8,2048,4,1
1545,3,3506,3,0
868,2,817,2,0
2804,4,3439,0,1
1230,-1,3233,5,0
83,2,870,2,0
2778,5,2415,1,1
2961,1,2969,1,0
1958,1,2023,1,0
2838,10,2580,5,1
1569,1,905,1,0
1087,7,3131,3,1
3174,1,3761,1,1
1990,5,150,1,0
1949,5,167,1,1
386,2,1333,2,0
892,9,950,2,0
98,8,872,4,0
524,7,1594,3,1
998,2,3173,2,1
666,9,175,2,0
2368,7,2642,3,0
383,11,1081,5,0
2532,8,1941,4,1
1502,7,3437,3,0
1032,1,210,1,1
1380,6,3025,4,0
719,2,3596,2,0
2074,3,387,3,0
710,9,131,2,1
3018,0,2629,0,1
2429,4,2298,0,1
2854,-1,2571,5,1
676,0,1935,0,1
689,0,1955,0,0
1739,5,2989,1,0
1281,-1,717,4,1
844,5,1860,1,0
210,3,174,3,0
2697,3,2106,3,1
2797,9,2470,2,0
2751,0,1614,0,0
1717,6,274,4,1
1568,6,626,4,0
345,1,1043,1,1
1971,3,1949,3,1
96,4,184,0,0
420,2,1328,2,1
1991,6,121,4,1
1083,2,3338,2,1
1841,5,2938,1,1
1925,5,377,1,0
3147,2,2586,2,1
2647,2,2300,2,0
986,0,3262,0,1
1068,5,3267,1,0
77,7,176,3,1
1867,7,2915,3,1
2622,8,2360,4,0
1926,0,319,0,0
2687,1,2188,1,0
1374,10,3528,5,1
2802,6,2429,4,1
1824,3,2016,3,0
445,6,1734,4,0
635,5,1804,1,0
883,5,803,1,1
2315,6,1476,4,1
3002,3,2652,3,0
1619,0,997,0,1
1923,6,1481,4,0
1014,8,3113,4,0
341,1,1043,1,0
2194,4,1379,0,0
1766,2,258,2,1
977,9,3128,2,0
75,2,73,2,0
421,7,1967,3,1
2553,-1,2754,0,1
672,4,1942,0,1
1751,1,2835,1,0
2717,5,1626,1,1
1278,5,674,1,1
1699,8,204,4,1
1329,5,3545,1,1
2044,0,311,0,0
2248,9,1342,2,1
3058,4,2623,0,1
755,2,3468,2,1
1084,5,3153,1,0
1951,3,1908,3,0
190,5,1175,1,1
3141,6,2610,4,1
2435,8,2453,4,0
3208,1,3070,1,1
305,2,1335,2,1
1971,3,81,3,0
964,6,3225,4,0
2988,1,2591,1,1
2427,4,2711,0,1
1020,5,223,1,0
2560,4,2282,0,1
636,1,1816,1,1
161,7,1218,3,0
954,9,3455,2,0
3055,5,2774,1,0
879,4,926,0,0
2787,7,2449,3,0
559,-1,1785,4,1
395,4,1160,0,0
636,1,1816,1,0
702,2,3584,2,1
2632,4,2298,0,0
3087,1,299,1,0
1558,4,677,0,0
2751,0,1082,0,1
2645,8,2316,4,0
2336,6,1357,4,0
2073,6,381,4,0
3089,1,2799,1,1
2787,7,2482,3,0
839,9,175,2,0
3075,5,3010,1,1
1627,9,638,2,1
2574,3,2372,3,1
1547,3,920,3,1
1242,1,3320,1,0
740,5,3473,1,1
870,5,91,1,1
67,8,66,4,0
2785,4,2454,0,0
960,6,3133,4,1
1292,1,650,1,0
581,7,1583,3,1
2791,0,1884,0,0
3186,2,3029,2,0
3114,7,2966,3,1
2241,2,1367,2,1
1907,3,296,3,0
864,1,106,1,0
1335,8,3113,4,1
673,8,2005,4,1
2425,8,2758,4,0
1963,7,212,3,0
672,4,2027,0,0
3046,4,2623,0,0
1736,2,2870,2,1
2577,-1,2377,4,1
679,4,145,0,0
2998,1,2666,1,1
975,0,3150,0,1
760,3,3539,3,1
843,11,958,5,0
918,3,975,3,1
2069,0,423,0,1
809,7,1850,3,1
413,8,1024,4,1
674,8,148,4,1
2780,9,3432,2,0
336,4,2053,0,0
1044,2,3139,2,0
70,0,794,0,0
3113,4,3041,0,0
1078,7,3307,3,0
60,2,1936,2,1
2062,4,536,0,1
1529,2,3463,2,0
975,0,680,0,0
1362,7,3424,3,0
1223,15,3142,3,1
1735,8,2900,4,1
671,6,1959,4,0
682,1,1979,1,0
67,8,66,4,0
2780,9,3474,2,0
342,6,1045,4,1
2742,5,1549,1,0
3099,3,3039,3,0
1471,5,3542,1,1
1964,8,117,4,1
1053,1,3268,1,1
2450,0,2124,0,0
2069,0,527,0,1
2101,9,447,2,0
1678,-1,736,4,0
2544,5,1998,1,1
3089,1,2960,1,0
680,6,1685,4,1
2523,1,1965,1,0
1715,2,2791,2,1
1600,0,937,0,0
3047,9,3003,2,1
324,2,2036,2,0
2809,5,2355,1,1
1342,8,3244,4,0
995,11,181,5,1
2901,6,3697,4,1
2151,6,396,4,1
3210,6,3802,4,1
458,10,1710,5,1
2556,8,2262,4,1
3095,3,3144,3,1
435,7,1697,3,1
2251,2,128,2,1
870,5,135,1,1
1319,9,3777,2,0
2302,0,317,0,0
1951,3,2854,3,1
1819,9,2773,2,0
1922,9,249,2,1
3211,7,3095,3,0
899,5,909,1,0
678,2,1993,2,0
495,6,1020,4,1
88,9,113,2,0
3019,-1,2698,5,1
64,4,114,0,0
1708,8,264,4,0
2945,5,2971,1,1
666,9,70,2,1
1937,0,364,0,1
1065,6,3737,4,1
2190,0,1354,0,0
1171,8,3264,4,0
1372,7,3337,3,1
3166,2,2469,2,0
2082,-1,520,3,0
849,2,3398,2,0
1316,2,3311,2,1
1964,8,117,4,1
1709,2,276,2,0
1019,9,222,2,1
1521,7,3538,3,0
1971,3,81,3,0
775,7,3477,3,1
385,9,1392,2,1
1543,9,617,2,0
350,9,1032,2,0
2329,7,282,3,1
923,4,989,0,1
1358,8,3499,4,0
1903,6,2868,4,0
1698,7,2796,3,1
76,2,808,2,0
80,4,88,0,1
88,9,868,2,1
3131,8,2477,4,0
1597,7,616,3,0
1052,0,3319,0,0
582,2,1543,2,0
1702,1,2955,1,0
1987,7,163,3,0
1941,3,2946,3,1
2510,8,2551,4,0
2543,3,2268,3,1
2560,4,2279,0,1
3092,7,2606,3,1
2102,1,439,1,1
720,-1,998,2,0
2060,11,1265,5,0
2516,6,1927,4,0
2511,3,1911,3,1
2224,-1,1492,2,1
406,2,1332,2,1
1311,1,3195,1,0
355,1,1980,1,0
677,0,1712,0,1
1282,4,3302,0,0
1093,9,3068,2,0
1928,3,1447,3,1
773,1,3397,1,0
676,0,2842,0,1
2773,2,3414,2,1
692,6,1851,4,1
981,2,3134,2,0
1936,7,282,3,1
3174,1,3495,1,0
673,8,2005,4,1
2440,1,2687,1,1
73,2,1211,2,0
103,-1,1281,1,0
628,5,1803,1,1
1394,6,3696,4,0
999,3,242,3,1
674,8,2005,4,1
2058,9,495,2,1
81,6,832,4,0
354,7,1966,3,1
2647,2,2300,2,0
1969,1,77,1,0
1551,3,162,3,1
658,0,1977,0,0
